index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
891,[156.80665137],[154.3118042],[9.37602832],[0.0015979],[0.01704422],[0.0015979],[0.14990234],[8902.85009766],[4374.60009766],[3810],[3706],[3330],[3310],[3148],[3460],[3506],[3669]
892,[156.70130273],[154.37405566],[9.30898828],[0.01225053],[0.01704422],[0.00106526],[0.14990234],[8672.60009766],[4528.10009766],[3816],[3708],[3364],[3316],[3157],[3464],[3492],[3665]
893,[156.80665137],[154.43630713],[9.14138818],[0.01651158],[0.01438106],[34.9038924],[0.14990234],[8672.60009766],[4528.10009766],[3832],[3715],[3386],[3330],[3175],[3464],[3482],[3658]
894,[156.69651416],[154.45546143],[9.23715967],[0.00958737],[0.01065264],[0.00745684],[0.14990234],[8710.97509766],[4489.72509766],[3831],[3713],[3405],[3340],[3190],[3468],[3455],[3652]
895,[156.77791992],[154.39799854],[9.323354],[0.02024001],[0.01331579],[34.90176187],[0.14990234],[8634.22509766],[4604.85009766],[3845],[3730],[3445],[3351],[3204],[3471],[3434],[3656]
896,[156.67257129],[154.38363281],[9.26110254],[0.01970738],[0.01544632],[0.00053263],[0.14990234],[8864.47509766],[4451.35009766],[3852],[3761],[3456],[3366],[3213],[3470],[3414],[3645]
897,[156.67735986],[154.46982715],[9.22758252],[0.02130527],[0.01757685],[34.9022945],[0.14990234],[8864.47509766],[4451.35009766],[3860],[3768],[3467],[3380],[3214],[3478],[3411],[3576]
898,[156.77791992],[154.36926709],[9.28983398],[0.02450106],[0.01118527],[0.00426105],[0.14990234],[8941.22509766],[4528.10009766],[3866],[3767],[3485],[3386],[3222],[3478],[3404],[3577]
899,[156.72524561],[154.35011279],[9.25152539],[0.03089264],[0.01757685],[34.90282713],[0.14990234],[9133.10009766],[4451.35009766],[3870],[3772],[3490],[3408],[3253],[3476],[3398],[3559]
900,[156.72524561],[154.32138135],[9.26589111],[0.01970738],[0.01118527],[0.00958737],[0.14990234],[9133.10009766],[4451.35009766],[3875],[3784],[3492],[3434],[3256],[3483],[3396],[3555]
901,[156.64383984],[154.38842139],[9.32814258],[0.03462106],[0.0117179],[0.00692421],[0.14990234],[8557.47509766],[4911.85009766],[3882],[3785],[3503],[3465],[3271],[3489],[3389],[3551]
902,[156.83059424],[154.42672998],[9.30898828],[0.03036001],[0.00958737],[34.90495766],[0.14990234],[8979.60009766],[4873.47509766],[3885],[3810],[3511],[3489],[3277],[3494],[3384],[3549]
903,[156.65341699],[154.42194141],[9.3425083],[0.01810948],[0.01757685],[0.00585895],[0.14990234],[9133.10009766],[4451.35009766],[3891],[3829],[3561],[3514],[3291],[3503],[3383],[3551]
904,[156.69651416],[154.45546143],[9.2132168],[0.02769685],[0.01012],[0.00798948],[0.14990234],[9133.10009766],[4451.35009766],[3922],[3929],[3596],[3540],[3350],[3507],[3390],[3550]
905,[156.77791992],[154.38842139],[9.15575391],[0.02609896],[0.01331579],[0.01651158],[0.14990234],[8864.47509766],[5026.97509766],[3946],[4045],[3605],[3587],[3370],[3547],[3381],[3543]
906,[156.67257129],[154.49855859],[9.27546826],[0.02609896],[0.01065264],[0.01864211],[0.14990234],[8979.60009766],[4489.72509766],[3951],[4042],[3647],[3617],[3401],[3576],[3378],[3540]
907,[156.68693701],[154.38842139],[9.25152539],[0.02290317],[0.00585895],[0.01970738],[0.14990234],[8979.60009766],[4489.72509766],[3961],[4092],[3666],[3644],[3466],[3603],[3371],[3543]
908,[156.79707422],[154.46503857],[9.30898828],[0.02663159],[0.01384843],[0.01864211],[0.14990234],[8557.47509766],[4643.22509766],[4084],[4090],[3698],[3671],[3507],[3632],[3355],[3538]
909,[156.84017139],[154.45546143],[9.24673682],[0.02290317],[0.01012],[0.01065264],[0.14990234],[9171.47509766],[4873.47509766],[4091],[4089],[3717],[3716],[3541],[3650],[3349],[3529]
910,[156.66778271],[154.38363281],[9.41433691],[0.02556632],[0.00852211],[0.02396843],[0.14990234],[8787.72509766],[4796.72509766],[4095],[4093],[3736],[3729],[3551],[3687],[3335],[3534]
911,[156.75876562],[154.4410957],[9.25631396],[0.02716422],[0.01012],[0.02503369],[0.14990234],[8787.72509766],[4796.72509766],[4089],[4090],[3765],[3738],[3557],[3716],[3333],[3524]
912,[156.65820557],[154.43151855],[9.25631396],[0.03728422],[0.00532632],[0.01864211],[0.14990234],[8787.72509766],[4796.72509766],[4090],[4087],[3787],[3772],[3565],[3777],[3323],[3517]
913,[156.77791992],[154.46982715],[9.28504541],[0.0335558],[0.01810948],[0.02609896],[0.14990234],[8787.72509766],[4489.72509766],[4087],[4090],[3797],[3818],[3587],[4088],[3323],[3521]
914,[156.6151084],[154.35968994],[9.25631396],[0.03462106],[0.00852211],[0.01917474],[0.14990234],[8787.72509766],[4489.72509766],[4083],[4092],[3853],[3831],[3586],[4083],[3331],[3526]
915,[156.68693701],[154.54165576],[9.24673682],[0.0452737],[0.01384843],[0.02130527],[0.14990234],[8941.22509766],[4911.85009766],[4090],[4094],[3916],[3830],[3620],[4092],[3342],[3522]
916,[156.85453711],[154.45067285],[9.39997119],[0.04048001],[0.00852211],[0.02663159],[0.14990234],[8864.47509766],[4451.35009766],[4091],[4091],[3964],[3848],[3626],[4090],[3372],[3529]
917,[156.82580566],[154.90079883],[9.27546826],[34.81867131],[0.01012],[34.90335976],[0.14990234],[383.60009766],[1765.10009766],[3739],[4091],[3692],[3700],[3707],[3765],[3883],[3757]
918,[156.82580566],[154.90079883],[9.27546826],[34.81867131],[0.01012],[34.90335976],[0.14990234],[383.60009766],[1765.10009766],[3752],[4093],[3696],[3700],[3712],[3770],[4087],[3860]
919,[156.67257129],[154.72841016],[9.49574268],[0.08309056],[34.90176187],[34.90602292],[0.14990234],[498.72509766],[1880.22509766],[3749],[4087],[3702],[3695],[3712],[3769],[4091],[3930]
920,[156.73482275],[155.02530176],[9.22758252],[0.02716422],[0.02130527],[34.9038924],[0.14990234],[498.72509766],[1880.22509766],[3747],[4091],[3696],[3703],[3704],[3765],[4083],[3936]
921,[156.83538281],[154.38363281],[9.38560547],[34.88578292],[0.00958737],[34.90176187],[0.14990234],[306.85009766],[1880.22509766],[3753],[4090],[3695],[3704],[3705],[3760],[4086],[3994]
922,[156.69651416],[154.83854736],[9.31856543],[0.06338318],[0.01118527],[34.89963134],[0.14990234],[383.60009766],[1381.35009766],[3738],[4087],[3699],[3698],[3703],[3758],[4091],[4086]
923,[156.82580566],[154.67573584],[9.42391406],[34.89483766],[0.00852211],[34.89750082],[0.14990234],[383.60009766],[1381.35009766],[3743],[4087],[3700],[3700],[3700],[3762],[4086],[4083]
924,[156.68693701],[154.53207861],[9.52447412],[0.02503369],[0.01331579],[34.89483766],[0.14990234],[537.10009766],[2110.47509766],[3742],[4089],[3697],[3708],[3702],[3759],[4083],[4091]
925,[156.74918848],[154.9055874],[9.26589111],[0.05912213],[0.00798948],[34.90495766],[0.14990234],[191.72509766],[1765.10009766],[3740],[4089],[3698],[3701],[3699],[3751],[4087],[4087]
926,[156.75397705],[154.64221582],[9.22279395],[0.00053263],[0.00905474],[34.90069661],[0.14990234],[191.72509766],[2072.10009766],[3736],[4083],[3696],[3698],[3692],[3750],[4086],[4087]
927,[156.80186279],[154.60390723],[9.37602832],[0.06072002],[0.01704422],[34.90016397],[0.14990234],[191.72509766],[2072.10009766],[3722],[4088],[3699],[3693],[3694],[3747],[4088],[4083]
928,[0.00478857],[154.79066162],[9.30898828],[0.01384843],[0.0117179],[34.90442503],[0.14990234],[421.97509766],[1995.35009766],[3720],[4092],[3691],[3690],[3679],[3743],[4088],[4083]
929,[156.77313135],[154.57038721],[9.39518262],[0.00106526],[0.01757685],[34.8921745],[0.14990234],[153.35009766],[2110.47509766],[3718],[4091],[3685],[3677],[3671],[3747],[4085],[4079]
930,[156.81143994],[154.7571416],[9.31377686],[0.0436758],[0.02290317],[34.90069661],[0.14990234],[153.35009766],[2110.47509766],[3717],[4090],[3680],[3674],[3668],[3746],[4085],[4085]
931,[156.5959541],[154.71883301],[9.81657715],[0.04261054],[34.89430502],[34.88525028],[0.14990234],[306.85009766],[1880.22509766],[3311],[4092],[3159],[3214],[3492],[3527],[3916],[3749]
932,[0.02873145],[154.25434131],[9.04082813],[0.08841687],[34.87193449],[34.86980396],[0.14990234],[306.85009766],[1880.22509766],[3264],[4095],[3091],[3140],[3430],[3520],[4087],[3959]
933,[0.00957715],[154.67573584],[9.5101084],[0.09534109],[34.86021659],[34.9038924],[0.14990234],[9478.32519531],[1956.97509766],[3259],[4088],[3075],[3144],[3421],[3529],[4077],[4083]
934,[156.65820557],[155.00135889],[9.69686279],[0.00852211],[0.06924213],[34.8687387],[0.14990234],[498.72509766],[1880.22509766],[3267],[4087],[3065],[3138],[3405],[3526],[4088],[4087]
935,[156.82101709],[154.57038721],[9.39518262],[0.01331579],[34.86767344],[34.88738081],[0.14990234],[498.72509766],[1880.22509766],[3268],[4092],[3080],[3142],[3395],[3532],[4085],[4087]
936,[156.4475083],[154.74756445],[9.38081689],[0.04953475],[0.02396843],[34.89696818],[0.14990234],[230.10009766],[1803.47509766],[3263],[4088],[3071],[3135],[3401],[3531],[4088],[4085]
937,[0.08140576],[154.65658154],[9.62024561],[34.89323976],[0.00532632],[34.89803345],[0.14990234],[230.10009766],[1918.60009766],[3271],[4089],[3083],[3138],[3407],[3543],[4087],[4092]
938,[156.45708545],[154.46503857],[9.15575391],[0.03994738],[0.01757685],[34.88844608],[0.14990234],[345.22509766],[1995.35009766],[3270],[4086],[3079],[3141],[3411],[3548],[4086],[4090]
939,[156.73003418],[154.74756445],[9.44306836],[0.00053263],[0.04048001],[34.89750082],[0.14990234],[345.22509766],[1995.35009766],[3279],[4091],[3084],[3146],[3414],[3554],[4083],[4086]
940,[156.84495996],[154.55602148],[9.56278271],[34.90016397],[34.89164187],[0.00266316],[0.14990234],[9823.70019531],[2148.85009766],[3288],[4090],[3110],[3147],[3437],[3557],[4079],[4089]
941,[156.80186279],[154.63263867],[9.31856543],[0.02716422],[0.03142527],[34.90495766],[0.14990234],[9785.32519531],[1611.60009766],[3300],[4088],[3145],[3159],[3452],[3563],[4087],[4087]
942,[156.82580566],[154.71883301],[9.24194824],[34.88631555],[34.89963134],[0.01012],[0.14990234],[9785.32519531],[1611.60009766],[3320],[4092],[3176],[3202],[3465],[3565],[4090],[4090]
943,[156.84495996],[154.55123291],[9.46701123],[34.8671408],[0.04474107],[0.01065264],[0.14990234],[306.85009766],[2148.85009766],[3399],[4095],[3234],[3257],[3483],[3575],[4090],[4087]
944,[0.05746289],[154.83854736],[9.33293115],[34.79097446],[0.10865688],[0.00905474],[0.14990234],[230.10009766],[1726.72509766],[3442],[4092],[3255],[3303],[3493],[3575],[4086],[4085]
945,[156.72045703],[154.78587305],[9.20363965],[34.69563338],[0.14860426],[0.00692421],[0.14990234],[575.47509766],[1765.10009766],[3524],[4093],[3293],[3370],[3501],[3585],[3898],[3959]
946,[156.62947412],[154.78587305],[9.99854297],[0.00692421],[34.76700603],[0.03834949],[0.14990234],[575.47509766],[1765.10009766],[3579],[4089],[3344],[3432],[3514],[3596],[3796],[3787]
947,[0.15323438],[155.2216333],[9.54362842],[34.66900179],[34.71374286],[0.03675159],[0.14990234],[306.85009766],[1765.10009766],[3598],[4085],[3386],[3484],[3532],[3614],[3772],[3644]
948,[156.06921094],[154.28307275],[8.80618799],[34.62159756],[34.6306523],[0.01225053],[0.14990234],[306.85009766],[1880.22509766],[3651],[4091],[3448],[3521],[3552],[3617],[3739],[3584]
949,[0.62251465],[154.22082129],[10.04642871],[34.89430502],[34.66154494],[0.02982738],[0.14990234],[306.85009766],[1880.22509766],[3661],[4088],[3524],[3580],[3572],[3625],[3722],[3553]
950,[0.37350879],[154.83375879],[9.32814258],[34.80109447],[0.17470322],[34.89750082],[0.14990234],[191.72509766],[1765.10009766],[3703],[4091],[3623],[3615],[3596],[3629],[3708],[3522]
951,[156.18892529],[154.29743848],[9.12702246],[0.01597895],[0.14221268],[34.89909871],[0.14990234],[345.22509766],[1803.47509766],[3734],[4094],[3654],[3646],[3601],[3631],[3699],[3520]
952,[156.81622852],[154.72841016],[9.38081689],[0.0905474],[34.81281236],[0.00106526],[0.14990234],[9708.57519531],[1726.72509766],[3765],[4089],[3672],[3662],[3616],[3644],[3705],[3508]
953,[156.7827085],[154.43151855],[9.25152539],[0.00958737],[0.00532632],[0.00053263],[0.14990234],[3491.97509766],[1266.22509766],[3434],[4087],[3198],[3053],[3052],[3204],[3770],[3561]
954,[156.88805713],[154.42672998],[9.28504541],[0.01810948],[0.01544632],[34.89856608],[0.14990234],[3223.35009766],[1611.60009766],[3453],[4091],[3224],[3071],[3074],[3247],[3682],[3529]
955,[0.02394287],[154.42672998],[9.38081689],[0.01118527],[0.01225053],[34.90442503],[0.14990234],[3223.35009766],[1611.60009766],[3452],[4085],[3235],[3078],[3090],[3250],[3667],[3514]
956,[0.09577148],[154.42194141],[9.17969678],[0.01118527],[0.00958737],[34.90069661],[0.14990234],[3108.22509766],[1381.35009766],[3458],[4091],[3255],[3099],[3100],[3260],[3660],[3497]
957,[0.0191543],[154.35968994],[9.27067969],[0.0117179],[0.01757685],[0.00319579],[0.14990234],[3338.47509766],[1151.10009766],[3479],[4095],[3276],[3110],[3119],[3270],[3644],[3485]
958,[0.02394287],[154.36447852],[9.26589111],[0.00692421],[0.0117179],[34.90335976],[0.14990234],[3491.97509766],[1266.22509766],[3528],[4085],[3309],[3136],[3140],[3276],[3638],[3474]
959,[0.00478857],[154.40278711],[9.24194824],[0.00532632],[0.0117179],[0.00106526],[0.14990234],[3491.97509766],[1266.22509766],[3610],[4094],[3342],[3164],[3153],[3287],[3618],[3466]
960,[0.05267432],[154.46025],[9.20363965],[0.00106526],[0.01384843],[34.88684818],[0.14990234],[3338.47509766],[1419.72509766],[3623],[4087],[3362],[3188],[3187],[3294],[3596],[3454]
961,[0.05267432],[154.42672998],[9.35208545],[34.90176187],[0.0117179],[34.90122924],[0.14990234],[3184.97509766],[1266.22509766],[3629],[4090],[3380],[3219],[3218],[3316],[3571],[3446]
962,[0.02394287],[154.4410957],[9.323354],[0.00745684],[0.01225053],[34.89909871],[0.14990234],[3184.97509766],[1266.22509766],[3652],[4094],[3401],[3296],[3249],[3338],[3557],[3431]
963,[0.03830859],[154.48898145],[9.33293115],[0.01597895],[0.01810948],[0.0015979],[0.14990234],[3376.85009766],[1074.35009766],[3695],[4087],[3466],[3356],[3315],[3361],[3547],[3401]
964,[0.00957715],[154.56559863],[9.26589111],[0.02237053],[0.01970738],[0.00958737],[0.14990234],[3645.47509766],[1381.35009766],[3743],[4085],[3511],[3373],[3357],[3400],[3532],[3382]
965,[156.65820557],[154.7379873],[9.17969678],[0.0468716],[34.87566291],[0.04154528],[0.14990234],[3645.47509766],[1381.35009766],[3759],[4091],[3587],[3415],[3413],[3419],[3497],[3366]
966,[0.04788574],[154.6086958],[9.48137695],[0.05379581],[34.8921745],[0.05858949],[0.14990234],[3108.22509766],[1189.47509766],[3782],[4087],[3631],[3486],[3452],[3442],[3512],[3347]
967,[156.56243408],[154.39320996],[9.07434814],[0.07084003],[0.01544632],[0.09480845],[0.14990234],[3223.35009766],[1227.85009766],[3848],[4089],[3688],[3532],[3483],[3453],[3518],[3268]
968,[156.56722266],[154.21603271],[9.15096533],[0.06018739],[34.86554291],[0.12463583],[0.14990234],[3376.85009766],[1381.35009766],[4084],[4094],[3711],[3588],[3507],[3480],[3505],[3229]
969,[156.75397705],[154.46025],[9.54362842],[0.15393058],[34.78191972],[0.13262531],[0.14990234],[3376.85009766],[1381.35009766],[4092],[4091],[3739],[3637],[3526],[3499],[3508],[3200]
970,[156.60074268],[154.04364404],[8.78224512],[0.06551371],[0.13528847],[0.17576848],[0.14990234],[3184.97509766],[1266.22509766],[4094],[4094],[3773],[3676],[3567],[3526],[3513],[3211]
971,[0.14365723],[154.11068408],[10.90837207],[0.06924213],[34.6876439],[0.13422321],[0.14990234],[3069.85009766],[1227.85009766],[4091],[4091],[3834],[3701],[3606],[3565],[3528],[3237]
972,[156.8928457],[154.87206738],[9.48137695],[34.86021659],[34.81813868],[0.13475584],[0.14990234],[3184.97509766],[1266.22509766],[4088],[4088],[4095],[3785],[3631],[3576],[3630],[3256]
973,[156.50975977],[154.14899268],[9.90756006],[0.15978953],[0.19334533],[0.18748638],[0.14990234],[3223.35009766],[1227.85009766],[4094],[4095],[4089],[3820],[3661],[3658],[3676],[3353]
974,[156.64383984],[154.10589551],[10.80781201],[34.88738081],[34.43997013],[0.22583587],[0.14990234],[3568.72509766],[1189.47509766],[4086],[4091],[4094],[3888],[3692],[3710],[3690],[3382]
975,[156.66778271],[154.46982715],[7.8005874],[34.82985658],[34.63225019],[0.18216006],[0.14990234],[3568.72509766],[1189.47509766],[4091],[4088],[4091],[3930],[3703],[3735],[3694],[3415]
976,[0.9481377],[153.07156348],[9.69207422],[34.73504813],[0.18801901],[0.00532632],[0.14990234],[3760.60009766],[1688.35009766],[4095],[4092],[4087],[4087],[4086],[4083],[4085],[4086]
977,[0.39745166],[153.718021],[9.2132168],[0.06817687],[0.305198],[34.89430502],[0.14990234],[3760.60009766],[1688.35009766],[4089],[4092],[4089],[4087],[4091],[4087],[4066],[3886]
978,[155.84893652],[155.14501611],[8.43746777],[0.13262531],[0.01970738],[34.8788587],[0.14990234],[3645.47509766],[1189.47509766],[4091],[4087],[4090],[4090],[4092],[4087],[4015],[3884]
979,[1.30728076],[154.11547266],[10.09431445],[0.0436758],[34.69723127],[0.02822948],[0.14990234],[3491.97509766],[1381.35009766],[4089],[4089],[4091],[4086],[4092],[4087],[3944],[3881]
980,[156.83538281],[154.83854736],[9.59630273],[0.17150743],[0.18162743],[34.8788587],[0.14990234],[3491.97509766],[1381.35009766],[4090],[4081],[4091],[4086],[4089],[4089],[3914],[3847]
981,[156.50975977],[154.7571416],[8.63379932],[34.74623339],[34.89377239],[34.89696818],[0.14990234],[3722.22509766],[1342.97509766],[4094],[4086],[4088],[4086],[4089],[4091],[3844],[3811]
982,[0.58899463],[153.59351807],[9.79742285],[0.01491369],[0.00639158],[0.00585895],[0.14990234],[3376.85009766],[1381.35009766],[4086],[4090],[4092],[4090],[4094],[4085],[3840],[3804]
983,[156.55285693],[155.0923418],[8.59070215],[0.03249054],[34.8453029],[34.89323976],[0.14990234],[3376.85009766],[1381.35009766],[4088],[4088],[4092],[4089],[4092],[4086],[3831],[3797]
984,[0.65124609],[154.25434131],[10.07516016],[34.79417025],[34.87832607],[34.90602292],[0.14990234],[3607.10009766],[1419.72509766],[4090],[4086],[4085],[4087],[4092],[4089],[3831],[3793]
985,[156.83059424],[154.49377002],[9.30898828],[0.09853688],[0.17363796],[34.87992397],[0.14990234],[3645.47509766],[1496.47509766],[4086],[4089],[4090],[4085],[4093],[4089],[3830],[3796]
986,[0.17717725],[154.48419287],[9.50531982],[34.85542291],[34.78245235],[34.90602292],[0.14990234],[3722.22509766],[1534.85009766],[4091],[4090],[4088],[4095],[4088],[4087],[3832],[3793]
987,[0.37829736],[154.25434131],[9.51489697],[0.05592634],[0.10120004],[34.88684818],[0.14990234],[3722.22509766],[1534.85009766],[4087],[4088],[4093],[4089],[4095],[4090],[3827],[3786]
988,[156.50018262],[154.67094727],[8.63858789],[34.89537029],[0.03249054],[34.88844608],[0.14990234],[3952.47509766],[1074.35009766],[4092],[4091],[4091],[4088],[4089],[4087],[3830],[3788]
989,[0.33041162],[154.13462695],[9.75911426],[34.87406502],[34.83092184],[0.0015979],[0.14990234],[3798.97509766],[1342.97509766],[4085],[4095],[4094],[4090],[3975],[4080],[3829],[3782]
990,[156.50018262],[154.69489014],[8.95942236],[0.05912213],[0.07776424],[34.87513028],[0.14990234],[3798.97509766],[1342.97509766],[4079],[4088],[4091],[4086],[3920],[3984],[3821],[3781]
991,[0.00478857],[154.35490137],[9.60587988],[34.85489027],[34.85062922],[34.89323976],[0.14990234],[3875.72509766],[1227.85009766],[4089],[4087],[4090],[4091],[3906],[3937],[3818],[3739]
992,[0.12450293],[154.24955273],[9.55799414],[0.04846949],[0.07137266],[34.87939134],[0.14990234],[3722.22509766],[1419.72509766],[4088],[4095],[4087],[4086],[3899],[3934],[3817],[3743]
